"","X","case_month","res_state","res_county","county_fips_code","cases","hosp_yes","hosp_no","hosp_missing","death_yes","death_no","death_missing","jhu_cases","jhu_deaths","CovidDeathCount","CovidContributingCount","new_hosp_primary","new_hosp_incidental","new_hosp_total","new_death_total","remapped_id","population","population_scale","month","month_id","jhu_cases_reset","jhu_zero","case_na","jhu_na","cdc_impute","jhu_impute","pred_cdc","pred_jhu","pred_zero","jhu_comb","avg_pred","avg","diff1","diff2"
"132",1153,"2021-10-01","NY","BROOME",36007,2813,225,2193,395,0,2782,31,2803,21,26,28,92,222,314,23,21,198156,8.73896361631753,2021-10-01,22,2803,0,0,0,2813,2803,2366.50372091625,2799.45098252091,0.00210904163981704,2793.54682383014,2580.0252723732,2808,227.974727626802,227.974727626802
"133",1213,"2021-11-01","NY","BROOME",36007,3297,218,2676,403,0,3264,33,2892,22,27,37,117,195,312,33,21,198156,8.73896361631753,2021-11-01,23,2892,0,0,0,3297,2892,3345.93330246939,3214.08302834887,0.00214820518898938,3207.17851850953,3276.55591048946,3094.5,182.055910489457,182.055910489457
"134",1273,"2021-12-01","NY","BROOME",36007,6662,298,3162,3202,11,6619,32,5300,29,54,66,147,306,453,46,21,198156,8.73896361631753,2021-12-01,24,5300,0,0,0,6662,5300,5805.38700698444,5106.33451293008,0.00228478868318012,5094.66761762241,5450.02731230342,5981,530.972687696578,530.972687696578
"135",1333,"2022-01-01","NY","BROOME",36007,10930,255,5281,5394,0,10912,18,8849,28,37,46,120,352,472,32,21,198156,8.73896361631753,2022-01-01,25,8849,0,0,0,10930,8849,10929.5492621033,7927.03558607503,0.00242311119254329,7907.82749742272,9418.68837976299,9889.5,470.811620237006,470.811620237006
"136",1393,"2022-02-01","NY","BROOME",36007,2279,83,1580,616,0,2258,21,1964,15,21,33,58,165,223,16,21,198156,8.73896361631753,2022-02-01,26,1964,0,0,0,2279,1964,2279.16538927129,2055.70265434636,0.00202433968921959,2051.54121387394,2165.35330157261,2121.5,43.8533015726125,43.8533015726125
"137",1453,"2022-03-01","NY","BROOME",36007,1087,74,783,230,0,1078,9,728,5,5,9,28,99,127,5,21,198156,8.73896361631753,2022-03-01,27,728,0,0,0,1087,728,1087.34555648662,1961.81988368624,0.00201207179382442,1957.87256123371,1522.60905886016,907.5,615.109058860163,615.109058860163
"138",1513,"2022-04-01","NY","BROOME",36007,3453,96,1393,1964,0,3447,6,2733,6,7,10,94,150,244,6,21,198156,8.73896361631753,2022-04-01,28,2733,0,0,0,3453,2733,3452.78653599043,2674.80097679192,0.00209630376105869,2669.19378144419,3060.99015871731,3093,32.009841282691,32.009841282691
"139",1573,"2022-05-01","NY","BROOME",36007,3723,88,974,2661,0,3714,9,2577,13,14,31,75,239,314,16,21,198156,8.73896361631753,2022-05-01,29,2577,0,0,0,3723,2577,3722.67771276242,2935.19721540667,0.00212244274312257,2928.9674273772,3325.82257006981,3150,175.822570069811,175.822570069811
"140",1633,"2022-06-01","NY","BROOME",36007,849,43,182,624,0,848,1,637,2,8,12,35,105,140,4,21,198156,8.73896361631753,2022-06-01,30,637,0,0,0,849,637,849.436115436848,711.878750546492,0.00175900295887751,710.626553717919,780.031334577383,743,37.0313345773834,37.0313345773834
"141",1693,"2022-07-01","NY","BROOME",36007,1119,49,100,970,0,1108,11,905,4,3,10,41,121,162,6,21,198156,8.73896361631753,2022-07-01,31,905,0,0,0,1119,905,1118.84923675522,1525.12122396129,0.00194589745193568,1522.15349445769,1320.50136560646,1012,308.501365606457,308.501365606457
"142",1753,"2022-08-01","NY","BROOME",36007,1396,49,132,1215,0,1388,8,1007,4,10,12,51,132,183,6,21,198156,8.73896361631753,2022-08-01,32,1007,0,0,0,1396,1007,1395.98963039539,1008.18847216984,0.00184195987632918,1006.33142945632,1201.16052992586,1201.5,0.339470074140991,0.339470074140991
"143",1813,"2022-09-01","NY","BROOME",36007,1576,58,142,1376,0,1570,6,1319,13,4,8,65,150,215,13,21,198156,8.73896361631753,2022-09-01,33,1319,0,0,0,1576,1319,1576.06156184529,1272.3119195074,0.00189960264639966,1269.89503241806,1422.97829713168,1447.5,24.5217028683232,24.5217028683232
"144",1873,"2022-10-01","NY","BROOME",36007,1744,104,84,1556,0,1731,13,1387,11,7,10,83,195,278,13,21,198156,8.73896361631753,2022-10-01,34,1387,0,0,0,1744,1387,1743.82400959436,1356.24296032687,0.00191573895439188,1353.64475285615,1548.73438122526,1565.5,16.7656187747411,16.7656187747411
"145",1933,"2022-11-01","NY","BROOME",36007,999,71,51,877,0,985,14,766,13,14,21,58,154,212,17,21,198156,8.73896361631753,2022-11-01,35,766,0,0,0,999,766,999.193507892144,602.880951181971,0.0017206547325362,601.843601220164,800.518554556154,882.5,81.9814454438459,81.9814454438459
"146",1993,"2022-12-01","NY","BROOME",36007,1231,35,48,1148,0,1222,9,978,7,13,15,43,156,199,13,21,198156,8.73896361631753,2022-12-01,36,978,0,0,0,1231,978,1230.95396165916,1104.85689488693,0.0018644547123567,1102.79693924278,1166.87545045097,1104.5,62.375450450972,62.375450450972
"147",2053,"2023-01-01","NY","BROOME",36007,1467,0,0,1467,0,1458,9,937,7,NA,NA,57,136,193,10,21,198156,8.73896361631753,2023-01-01,37,937,0,0,0,1467,937,1466.92627712718,224.102029506007,0.00757119805026966,222.40530865715,844.665792892164,1202,357.334207107836,357.334207107836
"148",2113,"2023-02-01","NY","BROOME",36007,1128,0,0,1128,0,1123,5,766,9,NA,NA,37,108,145,10,21,198156,8.73896361631753,2023-02-01,38,766,0,0,0,1128,766,1128.18788805356,621.099979357978,0.00866121170260877,615.720500948273,871.954194500917,947,75.0458054990834,75.0458054990834
"149",2173,"2023-03-01","NY","BROOME",36007,1020,0,0,1020,0,1016,4,231,4,NA,NA,45,125,170,10,21,198156,8.73896361631753,2023-03-01,39,231,0,0,0,1020,231,1019.61173840938,349.032544755614,0.00802720447798768,346.230789149389,682.921263779383,625.5,57.4212637793829,57.4212637793829
"150",27,"2020-03-01","NY","CATTARAUGUS",36009,14,0,3,11,0,14,0,6,0,0,0,0,2,2,0,2,76974,3.39466372657111,2020-03-01,3,6,0,0,0,14,6,31.6408861658857,6.19812615512796,0.00617423405864344,6.1598574735212,18.9003718197035,10,8.90037181970346,8.90037181970346
"151",83,"2020-04-01","NY","CATTARAUGUS",36009,98,0,1,97,0,94,4,41,0,1,1,4,2,6,1,2,76974,3.39466372657111,2020-04-01,4,41,0,0,0,98,41,81.0860405253613,31.0141015317549,0.00768143455695338,30.775868740496,55.9309546329287,69.5,13.5690453670713,13.5690453670713
"152",143,"2020-05-01","NY","CATTARAUGUS",36009,324,1,15,308,0,300,24,41,0,2,2,9,1,10,2,2,76974,3.39466372657111,2020-05-01,5,41,0,0,0,324,41,246.211907269191,21.8848647084432,0.00732894667064039,21.7244717021008,133.968189485646,182.5,48.5318105143542,48.5318105143542
"153",203,"2020-06-01","NY","CATTARAUGUS",36009,281,2,25,254,0,276,5,35,6,2,2,0,0,0,2,2,76974,3.39466372657111,2020-06-01,6,35,0,0,0,281,35,542.566238089906,75.1050480835366,0.00864399536042049,74.4558403963583,308.511039243132,158,150.511039243132,150.511039243132
"154",263,"2020-07-01","NY","CATTARAUGUS",36009,224,6,26,192,0,209,15,35,0,0,0,0,0,0,0,2,76974,3.39466372657111,2020-07-01,7,35,0,0,0,224,35,577.029278576157,53.3822310347697,0.00826051567709756,52.9412662784285,314.985272427293,129.5,185.485272427293,185.485272427293
"155",323,"2020-08-01","NY","CATTARAUGUS",36009,197,6,38,153,0,190,7,47,0,0,0,2,0,2,0,2,76974,3.39466372657111,2020-08-01,8,47,0,0,0,197,47,223.244492956844,148.078361926615,0.00945480989815597,146.678309164569,184.961401060706,122,62.9614010607063,62.9614010607063
"156",383,"2020-09-01","NY","CATTARAUGUS",36009,232,8,36,188,0,200,32,71,2,3,3,3,2,5,3,2,76974,3.39466372657111,2020-09-01,9,71,0,0,0,232,71,208.116096343469,152.914546623692,0.00949497249653392,151.46262720918,179.789361776325,151.5,28.2893617763246,28.2893617763246
"157",443,"2020-10-01","NY","CATTARAUGUS",36009,419,11,88,320,0,394,25,260,11,11,11,33,6,39,11,2,76974,3.39466372657111,2020-10-01,10,260,0,0,0,419,260,185.296455884153,376.337555177038,0.0106872728953803,372.315533024081,278.805994454117,339.5,60.694005545883,60.694005545883
"158",503,"2020-11-01","NY","CATTARAUGUS",36009,668,0,1,667,0,656,12,599,7,3,3,32,3,35,7,2,76974,3.39466372657111,2020-11-01,11,599,0,0,0,668,599,575.633645818996,323.30096073806,0.0104761893982611,319.913998640728,447.773822229862,633.5,185.726177770138,185.726177770138
"159",562,"2020-12-01","NY","CATTARAUGUS",36009,1099,0,22,1077,0,1079,20,1363,16,14,14,83,2,85,14,2,76974,3.39466372657111,2020-12-01,12,1363,0,0,0,1099,1363,1132.82255745105,811.838478301504,0.0118258770797587,802.237776248492,967.530166849772,1231,263.469833150228,263.469833150228
